AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR
0-19|~|~|~|Malignant|~|39998876|Female|Ependymoma variants|2005
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Ependymoma variants|2006
0-19|~|~|~|Malignant|~|40165421|Female|Ependymoma variants|2006
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Ependymoma variants|2007
0-19|~|~|~|Malignant|~|40382360|Female|Ependymoma variants|2007
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Ependymoma variants|2008
0-19|~|~|~|Malignant|~|40576293|Female|Ependymoma variants|2008
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Ependymoma variants|2009
0-19|~|~|~|Malignant|~|40670476|Female|Ependymoma variants|2009
0-19|~|~|~|Benign/Borderline|~|40652091|Female|Ependymoma variants|2010
0-19|~|~|~|Malignant|~|40652091|Female|Ependymoma variants|2010
0-19|0.0|0.1|0.1|Benign/Borderline|21|40556179|Female|Ependymoma variants|2011
0-19|~|~|~|Malignant|~|40556179|Female|Ependymoma variants|2011
0-19|0.0|0.1|0.0|Benign/Borderline|16|40478537|Female|Ependymoma variants|2012
0-19|~|~|~|Malignant|~|40478537|Female|Ependymoma variants|2012
0-19|0.0|0.1|0.0|Benign/Borderline|17|40458251|Female|Ependymoma variants|2013
0-19|~|~|~|Malignant|~|40458251|Female|Ependymoma variants|2013
0-19|~|~|~|Benign/Borderline|~|40476449|Female|Ependymoma variants|2014
0-19|~|~|~|Malignant|~|40476449|Female|Ependymoma variants|2014
0-19|~|~|~|Benign/Borderline|~|40548779|Female|Ependymoma variants|2015
0-19|~|~|~|Malignant|~|40548779|Female|Ependymoma variants|2015
0-19|~|~|~|Benign/Borderline|~|40650115|Female|Ependymoma variants|2016
0-19|~|~|~|Malignant|~|40650115|Female|Ependymoma variants|2016
0-19|~|~|~|Benign/Borderline|~|40703047|Female|Ependymoma variants|2017
0-19|~|~|~|Malignant|~|40703047|Female|Ependymoma variants|2017
0-19|~|~|~|Benign/Borderline|~|40705737|Female|Ependymoma variants|2018
0-19|~|~|~|Malignant|~|40705737|Female|Ependymoma variants|2018
0-19|0.0|0.0|0.0|Benign/Borderline|66|201996736|Female|Ependymoma variants|2018-2022
0-19|~|~|~|Malignant|~|201996736|Female|Ependymoma variants|2018-2022
0-19|~|~|~|Benign/Borderline|~|40650648|Female|Ependymoma variants|2019
0-19|~|~|~|Malignant|~|40650648|Female|Ependymoma variants|2019
0-19|~|~|~|Benign/Borderline|~|40481966|Female|Ependymoma variants|2020
0-19|~|~|~|Malignant|~|40481966|Female|Ependymoma variants|2020
0-19|0.0|0.1|0.0|Benign/Borderline|16|40152307|Female|Ependymoma variants|2021
0-19|~|~|~|Malignant|~|40152307|Female|Ependymoma variants|2021
0-19|~|~|~|Benign/Borderline|~|40006078|Female|Ependymoma variants|2022
0-19|~|~|~|Malignant|~|40006078|Female|Ependymoma variants|2022
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Ependymoma/anaplastic ependymoma|2004
0-19|0.2|0.3|0.2|Malignant|97|39865121|Female|Ependymoma/anaplastic ependymoma|2004
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Ependymoma/anaplastic ependymoma|2005
0-19|0.2|0.3|0.3|Malignant|111|39998876|Female|Ependymoma/anaplastic ependymoma|2005
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Ependymoma/anaplastic ependymoma|2006
0-19|0.2|0.3|0.2|Malignant|99|40165421|Female|Ependymoma/anaplastic ependymoma|2006
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Ependymoma/anaplastic ependymoma|2007
0-19|0.1|0.2|0.2|Malignant|72|40382360|Female|Ependymoma/anaplastic ependymoma|2007
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Ependymoma/anaplastic ependymoma|2008
0-19|0.1|0.2|0.2|Malignant|77|40576293|Female|Ependymoma/anaplastic ependymoma|2008
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Ependymoma/anaplastic ependymoma|2009
0-19|0.2|0.2|0.2|Malignant|80|40670476|Female|Ependymoma/anaplastic ependymoma|2009
0-19|~|~|~|Benign/Borderline|~|40652091|Female|Ependymoma/anaplastic ependymoma|2010
0-19|0.2|0.3|0.2|Malignant|93|40652091|Female|Ependymoma/anaplastic ependymoma|2010
0-19|~|~|~|Benign/Borderline|~|40556179|Female|Ependymoma/anaplastic ependymoma|2011
0-19|0.2|0.3|0.2|Malignant|97|40556179|Female|Ependymoma/anaplastic ependymoma|2011
0-19|~|~|~|Benign/Borderline|~|40478537|Female|Ependymoma/anaplastic ependymoma|2012
0-19|0.2|0.3|0.2|Malignant|88|40478537|Female|Ependymoma/anaplastic ependymoma|2012
0-19|~|~|~|Benign/Borderline|~|40458251|Female|Ependymoma/anaplastic ependymoma|2013
0-19|0.2|0.3|0.2|Malignant|89|40458251|Female|Ependymoma/anaplastic ependymoma|2013
0-19|~|~|~|Benign/Borderline|~|40476449|Female|Ependymoma/anaplastic ependymoma|2014
0-19|0.2|0.3|0.2|Malignant|92|40476449|Female|Ependymoma/anaplastic ependymoma|2014
0-19|~|~|~|Benign/Borderline|~|40548779|Female|Ependymoma/anaplastic ependymoma|2015
0-19|0.2|0.3|0.2|Malignant|88|40548779|Female|Ependymoma/anaplastic ependymoma|2015
0-19|~|~|~|Benign/Borderline|~|40650115|Female|Ependymoma/anaplastic ependymoma|2016
0-19|0.2|0.2|0.2|Malignant|80|40650115|Female|Ependymoma/anaplastic ependymoma|2016
0-19|~|~|~|Benign/Borderline|~|40703047|Female|Ependymoma/anaplastic ependymoma|2017
0-19|0.2|0.3|0.2|Malignant|97|40703047|Female|Ependymoma/anaplastic ependymoma|2017
0-19|~|~|~|Benign/Borderline|~|40705737|Female|Ependymoma/anaplastic ependymoma|2018
0-19|0.1|0.2|0.2|Malignant|70|40705737|Female|Ependymoma/anaplastic ependymoma|2018
0-19|~|~|~|Benign/Borderline|~|201996736|Female|Ependymoma/anaplastic ependymoma|2018-2022
0-19|0.1|0.2|0.2|Malignant|332|201996736|Female|Ependymoma/anaplastic ependymoma|2018-2022
0-19|~|~|~|Benign/Borderline|~|40650648|Female|Ependymoma/anaplastic ependymoma|2019
0-19|0.1|0.2|0.2|Malignant|71|40650648|Female|Ependymoma/anaplastic ependymoma|2019
0-19|~|~|~|Benign/Borderline|~|40481966|Female|Ependymoma/anaplastic ependymoma|2020
0-19|0.1|0.2|0.2|Malignant|71|40481966|Female|Ependymoma/anaplastic ependymoma|2020
0-19|~|~|~|Benign/Borderline|~|40152307|Female|Ependymoma/anaplastic ependymoma|2021
0-19|0.1|0.2|0.2|Malignant|67|40152307|Female|Ependymoma/anaplastic ependymoma|2021
0-19|~|~|~|Benign/Borderline|~|40006078|Female|Ependymoma/anaplastic ependymoma|2022
0-19|0.1|0.2|0.1|Malignant|53|40006078|Female|Ependymoma/anaplastic ependymoma|2022
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Germ Cell Tumors|2004
0-19|0.1|0.1|0.1|Malignant|42|39865121|Female|Germ Cell Tumors|2004
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Germ Cell Tumors|2005
0-19|0.1|0.2|0.1|Malignant|47|39998876|Female|Germ Cell Tumors|2005
0-19|0.0|0.1|0.0|Benign/Borderline|18|40165421|Female|Germ Cell Tumors|2006
0-19|0.0|0.1|0.1|Malignant|25|40165421|Female|Germ Cell Tumors|2006
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Germ Cell Tumors|2007
0-19|0.1|0.1|0.1|Malignant|32|40382360|Female|Germ Cell Tumors|2007
0-19|0.0|0.1|0.0|Benign/Borderline|18|40576293|Female|Germ Cell Tumors|2008
0-19|0.0|0.1|0.1|Malignant|29|40576293|Female|Germ Cell Tumors|2008
0-19|0.0|0.1|0.0|Benign/Borderline|20|40670476|Female|Germ Cell Tumors|2009
0-19|0.1|0.1|0.1|Malignant|43|40670476|Female|Germ Cell Tumors|2009
0-19|0.0|0.1|0.1|Benign/Borderline|21|40652091|Female|Germ Cell Tumors|2010
0-19|0.1|0.2|0.1|Malignant|53|40652091|Female|Germ Cell Tumors|2010
0-19|0.0|0.1|0.1|Benign/Borderline|23|40556179|Female|Germ Cell Tumors|2011
0-19|0.1|0.1|0.1|Malignant|36|40556179|Female|Germ Cell Tumors|2011
0-19|0.0|0.1|0.0|Benign/Borderline|17|40478537|Female|Germ Cell Tumors|2012
0-19|0.0|0.1|0.1|Malignant|21|40478537|Female|Germ Cell Tumors|2012
0-19|0.0|0.1|0.1|Benign/Borderline|21|40458251|Female|Germ Cell Tumors|2013
0-19|0.1|0.2|0.1|Malignant|48|40458251|Female|Germ Cell Tumors|2013
0-19|0.0|0.1|0.1|Benign/Borderline|23|40476449|Female|Germ Cell Tumors|2014
0-19|0.1|0.1|0.1|Malignant|34|40476449|Female|Germ Cell Tumors|2014
0-19|0.0|0.1|0.0|Benign/Borderline|18|40548779|Female|Germ Cell Tumors|2015
0-19|0.1|0.2|0.1|Malignant|46|40548779|Female|Germ Cell Tumors|2015
0-19|0.0|0.1|0.1|Benign/Borderline|27|40650115|Female|Germ Cell Tumors|2016
0-19|0.1|0.2|0.1|Malignant|58|40650115|Female|Germ Cell Tumors|2016
0-19|~|~|~|Benign/Borderline|~|40703047|Female|Germ Cell Tumors|2017
0-19|0.1|0.2|0.1|Malignant|46|40703047|Female|Germ Cell Tumors|2017
0-19|0.0|0.1|0.1|Benign/Borderline|25|40705737|Female|Germ Cell Tumors|2018
0-19|0.1|0.1|0.1|Malignant|44|40705737|Female|Germ Cell Tumors|2018
0-19|0.0|0.0|0.0|Benign/Borderline|79|201996736|Female|Germ Cell Tumors|2018-2022
0-19|0.1|0.1|0.1|Malignant|215|201996736|Female|Germ Cell Tumors|2018-2022
0-19|0.0|0.1|0.0|Benign/Borderline|18|40650648|Female|Germ Cell Tumors|2019
0-19|0.1|0.2|0.1|Malignant|49|40650648|Female|Germ Cell Tumors|2019
0-19|~|~|~|Benign/Borderline|~|40481966|Female|Germ Cell Tumors|2020
0-19|0.1|0.2|0.1|Malignant|49|40481966|Female|Germ Cell Tumors|2020
0-19|~|~|~|Benign/Borderline|~|40152307|Female|Germ Cell Tumors|2021
0-19|0.1|0.1|0.1|Malignant|42|40152307|Female|Germ Cell Tumors|2021
0-19|~|~|~|Benign/Borderline|~|40006078|Female|Germ Cell Tumors|2022
0-19|0.1|0.1|0.1|Malignant|31|40006078|Female|Germ Cell Tumors|2022
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioblastoma|2004
0-19|0.1|0.2|0.1|Malignant|53|39865121|Female|Glioblastoma|2004
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioblastoma|2005
0-19|0.1|0.1|0.1|Malignant|39|39998876|Female|Glioblastoma|2005
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioblastoma|2006
0-19|0.1|0.1|0.1|Malignant|43|40165421|Female|Glioblastoma|2006
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioblastoma|2007
0-19|0.1|0.2|0.1|Malignant|58|40382360|Female|Glioblastoma|2007
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioblastoma|2008
0-19|0.1|0.2|0.2|Malignant|62|40576293|Female|Glioblastoma|2008
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioblastoma|2009
0-19|0.1|0.1|0.1|Malignant|38|40670476|Female|Glioblastoma|2009
0-19|~|~|~|Benign/Borderline|~|40652091|Female|Glioblastoma|2010
0-19|0.1|0.2|0.1|Malignant|51|40652091|Female|Glioblastoma|2010
0-19|~|~|~|Benign/Borderline|~|40556179|Female|Glioblastoma|2011
0-19|0.1|0.2|0.2|Malignant|75|40556179|Female|Glioblastoma|2011
0-19|~|~|~|Benign/Borderline|~|40478537|Female|Glioblastoma|2012
0-19|0.1|0.2|0.2|Malignant|76|40478537|Female|Glioblastoma|2012
0-19|~|~|~|Benign/Borderline|~|40458251|Female|Glioblastoma|2013
0-19|0.1|0.2|0.2|Malignant|71|40458251|Female|Glioblastoma|2013
0-19|~|~|~|Benign/Borderline|~|40476449|Female|Glioblastoma|2014
0-19|0.1|0.2|0.2|Malignant|68|40476449|Female|Glioblastoma|2014
0-19|~|~|~|Benign/Borderline|~|40548779|Female|Glioblastoma|2015
0-19|0.1|0.2|0.2|Malignant|68|40548779|Female|Glioblastoma|2015
0-19|~|~|~|Benign/Borderline|~|40650115|Female|Glioblastoma|2016
0-19|0.1|0.2|0.1|Malignant|54|40650115|Female|Glioblastoma|2016
0-19|~|~|~|Benign/Borderline|~|40703047|Female|Glioblastoma|2017
0-19|0.1|0.2|0.2|Malignant|70|40703047|Female|Glioblastoma|2017
0-19|~|~|~|Benign/Borderline|~|40705737|Female|Glioblastoma|2018
0-19|0.1|0.2|0.1|Malignant|60|40705737|Female|Glioblastoma|2018
0-19|~|~|~|Benign/Borderline|~|201996736|Female|Glioblastoma|2018-2022
0-19|0.1|0.1|0.1|Malignant|216|201996736|Female|Glioblastoma|2018-2022
0-19|~|~|~|Benign/Borderline|~|40650648|Female|Glioblastoma|2019
0-19|0.1|0.2|0.1|Malignant|53|40650648|Female|Glioblastoma|2019
0-19|~|~|~|Benign/Borderline|~|40481966|Female|Glioblastoma|2020
0-19|0.1|0.1|0.1|Malignant|37|40481966|Female|Glioblastoma|2020
0-19|~|~|~|Benign/Borderline|~|40152307|Female|Glioblastoma|2021
0-19|0.1|0.1|0.1|Malignant|39|40152307|Female|Glioblastoma|2021
0-19|~|~|~|Benign/Borderline|~|40006078|Female|Glioblastoma|2022
0-19|0.0|0.1|0.1|Malignant|27|40006078|Female|Glioblastoma|2022
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Glioma malignant, NOS|2004
0-19|0.5|0.7|0.6|Malignant|234|39865121|Female|Glioma malignant, NOS|2004
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Glioma malignant, NOS|2005
0-19|0.5|0.7|0.6|Malignant|235|39998876|Female|Glioma malignant, NOS|2005
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Glioma malignant, NOS|2006
0-19|0.5|0.7|0.6|Malignant|248|40165421|Female|Glioma malignant, NOS|2006
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Glioma malignant, NOS|2007
0-19|0.6|0.8|0.7|Malignant|268|40382360|Female|Glioma malignant, NOS|2007
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Glioma malignant, NOS|2008
0-19|0.6|0.8|0.7|Malignant|279|40576293|Female|Glioma malignant, NOS|2008
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Glioma malignant, NOS|2009
0-19|0.7|0.8|0.7|Malignant|300|40670476|Female|Glioma malignant, NOS|2009
0-19|~|~|~|Benign/Borderline|~|40652091|Female|Glioma malignant, NOS|2010
0-19|0.6|0.7|0.7|Malignant|265|40652091|Female|Glioma malignant, NOS|2010
0-19|0.0|0.1|0.0|Benign/Borderline|20|40556179|Female|Glioma malignant, NOS|2011
0-19|0.7|0.9|0.8|Malignant|318|40556179|Female|Glioma malignant, NOS|2011
0-19|0.0|0.1|0.0|Benign/Borderline|18|40478537|Female|Glioma malignant, NOS|2012
0-19|0.5|0.7|0.6|Malignant|231|40478537|Female|Glioma malignant, NOS|2012
0-19|~|~|~|Benign/Borderline|~|40458251|Female|Glioma malignant, NOS|2013
0-19|0.7|0.9|0.8|Malignant|310|40458251|Female|Glioma malignant, NOS|2013
0-19|0.0|0.1|0.0|Benign/Borderline|19|40476449|Female|Glioma malignant, NOS|2014
0-19|0.6|0.8|0.7|Malignant|276|40476449|Female|Glioma malignant, NOS|2014
0-19|~|~|~|Benign/Borderline|~|40548779|Female|Glioma malignant, NOS|2015
0-19|0.6|0.8|0.7|Malignant|284|40548779|Female|Glioma malignant, NOS|2015
0-19|0.0|0.1|0.1|Benign/Borderline|24|40650115|Female|Glioma malignant, NOS|2016
0-19|0.7|0.9|0.8|Malignant|323|40650115|Female|Glioma malignant, NOS|2016
0-19|0.0|0.1|0.1|Benign/Borderline|26|40703047|Female|Glioma malignant, NOS|2017
0-19|0.7|0.9|0.8|Malignant|332|40703047|Female|Glioma malignant, NOS|2017
0-19|0.0|0.1|0.1|Benign/Borderline|22|40705737|Female|Glioma malignant, NOS|2018
0-19|0.6|0.7|0.6|Malignant|257|40705737|Female|Glioma malignant, NOS|2018
0-19|0.0|0.1|0.0|Benign/Borderline|91|201996736|Female|Glioma malignant, NOS|2018-2022
0-19|0.6|0.7|0.6|Malignant|1237|201996736|Female|Glioma malignant, NOS|2018-2022
0-19|0.0|0.1|0.0|Benign/Borderline|17|40650648|Female|Glioma malignant, NOS|2019
0-19|0.5|0.7|0.6|Malignant|238|40650648|Female|Glioma malignant, NOS|2019
0-19|~|~|~|Benign/Borderline|~|40481966|Female|Glioma malignant, NOS|2020
0-19|0.5|0.7|0.6|Malignant|240|40481966|Female|Glioma malignant, NOS|2020
0-19|0.0|0.1|0.0|Benign/Borderline|17|40152307|Female|Glioma malignant, NOS|2021
0-19|0.6|0.8|0.7|Malignant|268|40152307|Female|Glioma malignant, NOS|2021
0-19|0.0|0.1|0.1|Benign/Borderline|24|40006078|Female|Glioma malignant, NOS|2022
0-19|0.5|0.7|0.6|Malignant|234|40006078|Female|Glioma malignant, NOS|2022
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Hemangioblastoma|2004
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioblastoma|2004
0-19|0.0|0.1|0.0|Benign/Borderline|19|39998876|Female|Hemangioblastoma|2005
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioblastoma|2005
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Hemangioblastoma|2006
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioblastoma|2006
0-19|0.0|0.1|0.1|Benign/Borderline|21|40382360|Female|Hemangioblastoma|2007
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioblastoma|2007
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Hemangioblastoma|2008
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioblastoma|2008
0-19|0.0|0.1|0.0|Benign/Borderline|17|40670476|Female|Hemangioblastoma|2009
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioblastoma|2009
0-19|~|~|~|Benign/Borderline|~|40652091|Female|Hemangioblastoma|2010
0-19|~|~|~|Malignant|~|40652091|Female|Hemangioblastoma|2010
0-19|0.0|0.1|0.0|Benign/Borderline|18|40556179|Female|Hemangioblastoma|2011
0-19|~|~|~|Malignant|~|40556179|Female|Hemangioblastoma|2011
0-19|0.0|0.1|0.0|Benign/Borderline|18|40478537|Female|Hemangioblastoma|2012
0-19|~|~|~|Malignant|~|40478537|Female|Hemangioblastoma|2012
0-19|0.0|0.1|0.1|Benign/Borderline|21|40458251|Female|Hemangioblastoma|2013
0-19|~|~|~|Malignant|~|40458251|Female|Hemangioblastoma|2013
0-19|0.1|0.1|0.1|Benign/Borderline|33|40476449|Female|Hemangioblastoma|2014
0-19|~|~|~|Malignant|~|40476449|Female|Hemangioblastoma|2014
0-19|0.0|0.1|0.0|Benign/Borderline|18|40548779|Female|Hemangioblastoma|2015
0-19|~|~|~|Malignant|~|40548779|Female|Hemangioblastoma|2015
0-19|0.0|0.1|0.1|Benign/Borderline|24|40650115|Female|Hemangioblastoma|2016
0-19|~|~|~|Malignant|~|40650115|Female|Hemangioblastoma|2016
0-19|~|~|~|Benign/Borderline|~|40703047|Female|Hemangioblastoma|2017
0-19|~|~|~|Malignant|~|40703047|Female|Hemangioblastoma|2017
0-19|0.0|0.1|0.0|Benign/Borderline|20|40705737|Female|Hemangioblastoma|2018
0-19|~|~|~|Malignant|~|40705737|Female|Hemangioblastoma|2018
0-19|0.0|0.0|0.0|Benign/Borderline|79|201996736|Female|Hemangioblastoma|2018-2022
0-19|~|~|~|Malignant|~|201996736|Female|Hemangioblastoma|2018-2022
0-19|~|~|~|Benign/Borderline|~|40650648|Female|Hemangioblastoma|2019
0-19|~|~|~|Malignant|~|40650648|Female|Hemangioblastoma|2019
0-19|0.0|0.1|0.0|Benign/Borderline|19|40481966|Female|Hemangioblastoma|2020
0-19|~|~|~|Malignant|~|40481966|Female|Hemangioblastoma|2020
0-19|~|~|~|Benign/Borderline|~|40152307|Female|Hemangioblastoma|2021
0-19|~|~|~|Malignant|~|40152307|Female|Hemangioblastoma|2021
0-19|~|~|~|Benign/Borderline|~|40006078|Female|Hemangioblastoma|2022
0-19|~|~|~|Malignant|~|40006078|Female|Hemangioblastoma|2022
0-19|0.0|0.1|0.0|Benign/Borderline|19|39865121|Female|Hemangioma|2004
0-19|~|~|~|Malignant|~|39865121|Female|Hemangioma|2004
0-19|0.0|0.1|0.1|Benign/Borderline|25|39998876|Female|Hemangioma|2005
0-19|~|~|~|Malignant|~|39998876|Female|Hemangioma|2005
0-19|0.1|0.1|0.1|Benign/Borderline|34|40165421|Female|Hemangioma|2006
0-19|~|~|~|Malignant|~|40165421|Female|Hemangioma|2006
0-19|0.1|0.1|0.1|Benign/Borderline|33|40382360|Female|Hemangioma|2007
0-19|~|~|~|Malignant|~|40382360|Female|Hemangioma|2007
0-19|0.1|0.2|0.1|Benign/Borderline|50|40576293|Female|Hemangioma|2008
0-19|~|~|~|Malignant|~|40576293|Female|Hemangioma|2008
0-19|0.1|0.2|0.1|Benign/Borderline|54|40670476|Female|Hemangioma|2009
0-19|~|~|~|Malignant|~|40670476|Female|Hemangioma|2009
0-19|0.1|0.1|0.1|Benign/Borderline|45|40652091|Female|Hemangioma|2010
0-19|~|~|~|Malignant|~|40652091|Female|Hemangioma|2010
0-19|0.1|0.2|0.2|Benign/Borderline|73|40556179|Female|Hemangioma|2011
0-19|~|~|~|Malignant|~|40556179|Female|Hemangioma|2011
0-19|0.1|0.2|0.2|Benign/Borderline|68|40478537|Female|Hemangioma|2012
0-19|~|~|~|Malignant|~|40478537|Female|Hemangioma|2012
0-19|0.1|0.2|0.2|Benign/Borderline|65|40458251|Female|Hemangioma|2013
0-19|~|~|~|Malignant|~|40458251|Female|Hemangioma|2013
0-19|0.1|0.2|0.2|Benign/Borderline|65|40476449|Female|Hemangioma|2014
0-19|~|~|~|Malignant|~|40476449|Female|Hemangioma|2014
0-19|0.1|0.2|0.2|Benign/Borderline|76|40548779|Female|Hemangioma|2015
0-19|~|~|~|Malignant|~|40548779|Female|Hemangioma|2015
0-19|0.1|0.2|0.1|Benign/Borderline|58|40650115|Female|Hemangioma|2016
0-19|~|~|~|Malignant|~|40650115|Female|Hemangioma|2016
0-19|0.1|0.2|0.1|Benign/Borderline|56|40703047|Female|Hemangioma|2017
0-19|~|~|~|Malignant|~|40703047|Female|Hemangioma|2017
0-19|0.1|0.2|0.1|Benign/Borderline|59|40705737|Female|Hemangioma|2018
0-19|~|~|~|Malignant|~|40705737|Female|Hemangioma|2018
0-19|0.1|0.2|0.1|Benign/Borderline|284|201996736|Female|Hemangioma|2018-2022
0-19|~|~|~|Malignant|~|201996736|Female|Hemangioma|2018-2022
0-19|0.1|0.2|0.1|Benign/Borderline|51|40650648|Female|Hemangioma|2019
0-19|~|~|~|Malignant|~|40650648|Female|Hemangioma|2019
0-19|0.1|0.2|0.2|Benign/Borderline|64|40481966|Female|Hemangioma|2020
0-19|~|~|~|Malignant|~|40481966|Female|Hemangioma|2020
0-19|0.1|0.2|0.1|Benign/Borderline|57|40152307|Female|Hemangioma|2021
0-19|~|~|~|Malignant|~|40152307|Female|Hemangioma|2021
0-19|0.1|0.2|0.1|Benign/Borderline|53|40006078|Female|Hemangioma|2022
0-19|~|~|~|Malignant|~|40006078|Female|Hemangioma|2022
0-19|~|~|~|Benign/Borderline|~|39865121|Female|Local Extensions from Regional Tumors|2004
0-19|~|~|~|Malignant|~|39865121|Female|Local Extensions from Regional Tumors|2004
0-19|~|~|~|Benign/Borderline|~|39998876|Female|Local Extensions from Regional Tumors|2005
0-19|~|~|~|Malignant|~|39998876|Female|Local Extensions from Regional Tumors|2005
0-19|~|~|~|Benign/Borderline|~|40165421|Female|Local Extensions from Regional Tumors|2006
0-19|~|~|~|Malignant|~|40165421|Female|Local Extensions from Regional Tumors|2006
0-19|~|~|~|Benign/Borderline|~|40382360|Female|Local Extensions from Regional Tumors|2007
0-19|~|~|~|Malignant|~|40382360|Female|Local Extensions from Regional Tumors|2007
0-19|~|~|~|Benign/Borderline|~|40576293|Female|Local Extensions from Regional Tumors|2008
0-19|~|~|~|Malignant|~|40576293|Female|Local Extensions from Regional Tumors|2008
0-19|~|~|~|Benign/Borderline|~|40670476|Female|Local Extensions from Regional Tumors|2009
0-19|~|~|~|Malignant|~|40670476|Female|Local Extensions from Regional Tumors|2009
0-19|~|~|~|Benign/Borderline|~|40652091|Female|Local Extensions from Regional Tumors|2010
0-19|~|~|~|Malignant|~|40652091|Female|Local Extensions from Regional Tumors|2010
0-19|~|~|~|Benign/Borderline|~|40556179|Female|Local Extensions from Regional Tumors|2011
0-19|~|~|~|Malignant|~|40556179|Female|Local Extensions from Regional Tumors|2011
0-19|~|~|~|Benign/Borderline|~|40478537|Female|Local Extensions from Regional Tumors|2012
